id,nom,categ,description,geometry,lat,lng
SAz_v,les salazes,mountains,mont,"<Point>
            <coordinates>55.46793488119169,-21.08966761271909</coordinates>
        </Point>","-21,0896676127","55,4679348812"
SAz_v,piton des Neiges,mountains,"mont
_Mont le plus haut de l'île","<Point>
            <coordinates>55.48065865187911,-21.09962341083349</coordinates>
        </Point>","-21,0996234108","55,4806586519"
SAz_v,le trou de fer,water*mountains,pointInteret_,"<Point>
            <coordinates>55.56158698171554,-21.04094557516722</coordinates>
        </Point>","-21,0409455752","55,5615869817"
SAz_v,cap picard,mountains,pointInteret_,"<Point>
            <coordinates>55.5536434336138,-21.00615617671677</coordinates>
        </Point>","-21,0061561767","55,5536434336"
SAz_v,cap anglais,mountains,mont,"<Point>
            <coordinates>55.51718812436155,-21.09233470695788</coordinates>
        </Point>","-21,092334707","55,5171881244"
SAz_v,le cimendef,mountains,mont,"<Point>
            <coordinates>55.45418467612663,-21.02967277402062</coordinates>
        </Point>","-21,029672774","55,4541846761"
SAz_v,col de fourche,mountains,mont,"<Point>
            <coordinates>55.44976198857621,-21.07197711346309</coordinates>
        </Point>","-21,0719771135","55,4497619886"
SAz_v,morne de fourche,mountains,mont,"<Point>
            <coordinates>55.44155252750057,-21.06352029249527</coordinates>
        </Point>","-21,0635202925","55,4415525275"
SAz_v,piton bé massoune,mountains,mont,"<Point>
            <coordinates>55.51759762663663,-21.00818645698755</coordinates>
        </Point>","-21,008186457","55,5175976266"
SAz_v,piton plaine des fougères,mountains,mont,"<Point>
            <coordinates>55.49157571597708,-21.00371086529065</coordinates>
        </Point>","-21,0037108653","55,491575716"
SAz_v,petit trou,capital_big,quartier,"<Point>
            <coordinates>55.58734920276308,-21.00071967357914</coordinates>
        </Point>","-21,0007196736","55,5873492028"
SAz_v,rivière du mât,water,"rivière
_
34,7 km","<Point>
            <coordinates>55.70004022303348,-20.98039723103021</coordinates>
        </Point>","-20,980397231","55,700040223"
SAz_v,plateau fleur jaune,capital_big,quartier,"<Point>
            <coordinates>55.53408320006862,-21.01884172537045</coordinates>
        </Point>","-21,0188417254","55,5340832001"
SAz_v,pic des chèvres,mountains,mont,"<Point>
            <coordinates>55.52686778946082,-21.07926470168077</coordinates>
        </Point>","-21,0792647017","55,5268677895"
SAz_v,salazie le gros morne,webcam,"<iframe width=""auto"" height=""auto"" frameborder=""0"" style=""border:0"" src=""http://m-r.li/webcam/camera/Wsalazie.php?n=50"" allowfullscreen> </iframe>","<Point>
            <coordinates>55.52875170256966,-21.02644040279417</coordinates>
        </Point>","-21,0264404028","55,5287517026"
SAz_v,Cascade voile de la marié,terain,"Selon la légende,
 la jeune Amanda tomba amoureuse d’Henrio.
 Mais son père, veuf, l’enferma pour l’empêcher de partir.
 Elle parvint à s’échapper mais fut rattrapée par celui-ci devant l’autel de l’église.
 La jeune mariée tenta de s’enfuir mais aveuglée par son voile,
 elle chuta dans un précipice, sur le bord duquel son voile resta accroché. 
Son père pleura alors sur ce voile.","<Point>
            <coordinates>55.53785060760708,-21.03982694448149</coordinates>
        </Point>","-21,0398269445","55,5378506076"
SAz_v,Eglise Notre dame de l'Assomption,church,"La Paroisse est érigée en 1838 et la première église fut construite en 1840.
 Sa première pierre fut posée solennellement le 11 octobre 1840
 sous louis Philippe par le Contre Amiral De Hell.","<Point>
            <coordinates>55.53926141037663,-21.02814113597497</coordinates>
        </Point>","-21,028141136","55,5392614104"
SAz_v,Villa lucy,cbh,"historique
_La villa Lucilly et son Guétali probablement construite entre 1880 et 1890
 est un des fleurons de l'ensemble patrimonial d'Hell-Bourg.
 inscrit à l'inventaire supplémentaire des Monuments historiques depuis le 29 mars 1996","<Point>
            <coordinates>55.518222,-21.06633333333333</coordinates>
        </Point>","-21,0663333333","55,518222"
SAz_v,La villa des Charmettes,cbh,"historique
_
La villa des Charmettes fait partie des grandes maisons créoles, 
cette villa est à l'origine de plan rectangulaire avec un toit à quatre pentes. 
La varangue et les deux petites pièces avec un toit en pavillon sont construites plus tard .","<Point>
            <coordinates>55.52085300020944,-21.06463200008872</coordinates>
        </Point>","-21,0646320001","55,5208530002"
SAz_v,Monument de la victoire,cbh,"historique
_Monument de La Victoire L'âme de la France. Situation.
 Cette statue l'âme de la France,
 c'est le nom donné par le sculpteur Français Carlos Sarrabezolles,
 est offerte en 1931 par le député Lucien Gasparin","<Point>
            <coordinates>55.52084670515372,-21.06464952166126</coordinates>
        </Point>","-21,0646495217","55,5208467052"
SAz_v,Maison Folio,cbh,"historique
_
La Maison Folio et son jardin sont inscrits
 null l'inventaire des monuments historiques.","<Point><coordinates>55.518222,-21.065111</coordinates></Point>","-21,065111","55,518222"
SAz_v,Hôtel des Salazes. Hôpital,cbh,"historique
_Hôtel des Salazes, ancien hôpital militaire d'Hell-Bourg et annexe de l'hôpital.","<Point>
            <coordinates>55.52019973711015,-21.06505053536177</coordinates>
        </Point>","-21,0650505354","55,5201997371"
SAz_v,Ecomusée,arts,"Musée de l'artisanat Réunionnais,
on y voit l'artisanat des hauts de l île","<Point>
            <coordinates>55.51822939641551,-21.06628244825589</coordinates>
        </Point>","-21,0662824483","55,5182293964"
SAz_v,L'âme de la France,arts*cbh,"Sculture apartenant au trio de l'entre-deux guerre, 1921, 22, 23;
 inscrite à l'inventaire général des monuments historiques et enfin classée en tant que tel en 2004","<Point>
            <coordinates>55.52119400000001,-21.06461111111111</coordinates>
        </Point>","-21,0646111111","55,521194"
SAz_v,Domaine de Mare à Citrons,cbh,inscrit à l'inventaire des Monuments historiques depuis 1996,"<Point>
            <coordinates>55.52722,-21.03111111111111</coordinates>
        </Point>","-21,0311111111","55,52722"
SAz_v,église Saint-Martin,cbh,l'église est classée aux titres de Monuments historiques depuis le 19 décembre 1982,"<Point>
            <coordinates>55.476889,-21.03022222222222</coordinates>
        </Point>","-21,0302222222","55,476889"
