id,nom,categ,description,geometry,lat,lng
SR_v,piton nelson,mountains,mont,"<Point>
            <coordinates>55.78483329744661,-21.20287896421771</coordinates>
        </Point>","-21,2028789642","55,7848332974"
SR_v,plateau de la rivière de l'est,mountains,mont,"<Point>
            <coordinates>55.73619809492947,-21.1853489514329</coordinates>
        </Point>","-21,1853489514","55,7361980949"
SR_v,piton des calumets,mountains,mont,"<Point>
            <coordinates>55.73400101000406,-21.19361421312197</coordinates>
        </Point>","-21,1936142131","55,73400101"
SR_v,piton des 3 communes,mountains,mont,"<Point>
            <coordinates>55.724537412718,-21.16926214110299</coordinates>
        </Point>","-21,1692621411","55,7245374127"
SR_v,pointe de la ravinne sèche,mountains,pointInteret_,"<Point>
            <coordinates>55.73209760785479,-21.04951210219871</coordinates>
        </Point>","-21,0495121022","55,7320976079"
SR_v,pont de la rivière de l'Est,cbh,"pont
_
Un premier pont suspendu fut construit en 1842 mais détruit par une crue le 11 février 1862.
D'une portée maximale de 152 mètres, il était le pont le plus long du monde lors de sa livraison en 1894.","<Point>
            <coordinates>55.74790562345457,-21.12384974608495</coordinates>
        </Point>","-21,1238497461","55,7479056235"
SR_v,rivire de l'Est,water,rivière,"<Point>
            <coordinates>55.76870201379209,-21.10734382988039</coordinates>
        </Point>","-21,1073438299","55,7687020138"
SR_v,Batteries de Sainte-Rose,cbh,"Batterie de Sainte-Rose. 
Des fameuses batteries qui défendirent la côte contre les Anglais, 
il reste sur place deux canons, un français avec une fleur de lys,
 et un anglais décoré d'une couronne.","<Point>
            <coordinates>55.78870709006189,-21.12530005059543</coordinates>
        </Point>","-21,1253000506","55,7887070901"
SR_v,Eglise de Sainte-Rose,church,religion,"<Point>
            <coordinates>55.79183233376624,-21.1275359218521</coordinates>
        </Point>","-21,1275359219","55,7918323338"
SR_v,Notre dame des laves,church,"L'église Notre Dame des Laves est l'un des grands lieu de culte de La Réunion.
 En 1977, une coulée de lave brûle tout sur son passage, 
mais encercle miraculeusement l’édifice religieux sans le consumer.","<Point>
            <coordinates>55.82414529578904,-21.16054756298539</coordinates>
        </Point>","-21,160547563","55,8241452958"
SR_v,cayenne,capital_big,quartier,"<Polygon>
            <tessellate>1</tessellate>
            <outerBoundaryIs>
                <LinearRing>
                    <coordinates>55.80651672100052,-21.13336286634042 55.80626294415951,-21.13398822154338 55.80630213504941,-21.13436620236187 55.80683686892313,-21.13481236721096 55.80731232995937,-21.13503400190716 55.80749798737006,-21.13479072533057 55.80743981264975,-21.13398572349704 55.80701118966475,-21.13347450466671 55.80651672100052,-21.13336286634042</coordinates>
                </LinearRing>
            </outerBoundaryIs>
        </Polygon>",,
